0.04, 1.08243e-06, 2.59785e-07, 1.56205, 2.19137e-05, 1.06171e-07, 1.56386, 4.2739e-05, 7.52547e-09, 1.56757, 6.35567e-05, -3.61545e-08, 1.56953, 8.43663e-05, -5.06163e-08, 1.57051, 0.000105168, -5.08935e-08, 1.57096, 0.000125963, -4.53217e-08, 1.57111, 0.000146751, -3.8213e-08, 1.57113, 0.000167534, -3.15609e-08, 1.57108, 0.000188313, -2.60963e-08, 1.57102, 0.000209088, -2.19161e-08, 1.57097, 0.00022986, -1.88433e-08, 1.57092, 0.00025063, -1.66178e-08, 1.57089, 0.000271398, -1.49902e-08, 1.57087, 0.000292165, -1.37575e-08, 1.57086, 0.000312931, -1.27708e-08, 1.57085, 0.000333696, -1.19297e-08, 1.57084, 0.000354462, -1.11708e-08, 1.57084, 0.000375228, -1.04573e-08, 1.57084, 0.000395995, -9.76979e-09, 1.57084, 0.000416763, -9.09906e-09, 1.57084, 0.000437533, -8.44166e-09, 1.57084, 0.000458304, -7.79675e-09, 1.57084, 0.000479076, -7.16445e-09, 1.57084, 0.000499851, -6.54496e-09, 1.57084, 0.000520628, -5.93819e-09, 1.57084, 0.000541408, -5.34368e-09, 1.57084, 0.000562189, -4.76066e-09, 1.57084, 0.000582974, -4.18812e-09, 1.57084, 0.000603761, -3.62492e-09, 1.57084, 0.000624551, -3.06986e-09, 1.57084, 0.000645343, -2.52179e-09, 1.57084, 0.000666139, -1.97986e-09, 1.57084, 0.000686937, -1.44392e-09, 1.57084, 0.000707738, -9.15305e-10, 1.57084, 0.000728542, -3.98083e-10, 1.57084, 0.000749349, 9.90229e-11, 1.57084, 0.000770158, 5.60073e-10, 1.57083, 0.00079097, 9.59094e-10, 1.57083, 0.000811785, 1.25826e-09, 1.57082, 0.000832602, 1.41021e-09, 1.57082, 0.000853422, 1.37158e-09, 1.5708, 0.000874243, 1.14194e-09, 1.5708, 0.000895068, 8.56353e-10, 1.5708, 0.000915894, 9.85129e-10, 1.57084, 0.000936722, 2.74072e-09, 1.57096, 0.000957552, 8.8758e-09, 1.57128, 0.000978384, 2.52082e-08, 1.57202, 0.000999217, 6.38406e-08, 1.57424
0.08, 4.20578e-06, 1.35526e-06, 1.52857, 2.50212e-05, 6.18058e-07, 1.53783, 4.58242e-05, 1.18306e-07, 1.55304, 6.66047e-05, -1.43194e-07, 1.56215, 8.73565e-05, -2.60072e-07, 1.56748, 0.000108078, -2.93899e-07, 1.57042, 0.000128772, -2.83813e-07, 1.57188, 0.000149439, -2.53723e-07, 1.57246, 0.000170085, -2.17465e-07, 1.57255, 0.000190711, -1.82413e-07, 1.57239, 0.000211321, -1.51947e-07, 1.57214, 0.000231919, -1.27114e-07, 1.57188, 0.000252507, -1.07704e-07, 1.57164, 0.000273087, -9.29251e-08, 1.57144, 0.000293661, -8.18021e-08, 1.57129, 0.000314231, -7.33964e-08, 1.57119, 0.000334799, -6.6907e-08, 1.57111, 0.000355366, -6.17046e-08, 1.57107, 0.000375934, -5.73255e-08, 1.57104, 0.000396504, -5.34482e-08, 1.57102, 0.000417077, -4.98628e-08, 1.57101, 0.000437655, -4.64415e-08, 1.57101, 0.000458239, -4.3113e-08, 1.57101, 0.000478829, -3.98418e-08, 1.57101, 0.000499426, -3.66137e-08, 1.57101, 0.000520031, -3.34252e-08, 1.57101, 0.000540645, -3.02768e-08, 1.57101, 0.000561268, -2.71693e-08, 1.571, 0.000581902, -2.41022e-08, 1.571, 0.000602546, -2.10736e-08, 1.571, 0.0006232, -1.80815e-08, 1.571, 0.000643866, -1.51266e-08, 1.571, 0.000664542, -1.22153e-08, 1.571, 0.000685231, -9.36559e-09, 1.57099, 0.00070593, -6.6129e-09, 1.57099, 0.000726641, -4.0175e-09, 1.57098, 0.000747364, -1.67162e-09, 1.57096, 0.000768098, 2.96752e-10, 1.57094, 0.000788843, 1.72923e-09, 1.57091, 0.000809598, 2.463e-09, 1.57087, 0.000830365, 2.39756e-09, 1.57083, 0.000851142, 1.63804e-09, 1.5708, 0.000871928, 7.75675e-10, 1.57082, 0.000892724, 1.40717e-09, 1.57095, 0.00091353, 7.06217e-09, 1.57132, 0.000934343, 2.48178e-08, 1.57215, 0.000955164, 6.80596e-08, 1.57387, 0.000975992, 1.61131e-07, 1.57728, 0.000996823, 3.47854e-07, 1.58601
0.12, 7.77062e-06, 3.1898e-06, 1.47723, 2.85317e-05, 1.54974e-06, 1.49744, 4.92956e-05, 4.00298e-07, 1.52829, 7.00346e-05, -2.5229e-07, 1.54791, 9.07278e-05, -5.83339e-07, 1.56025, 0.000111368, -7.14817e-07, 1.56769, 0.000131955, -7.29256e-07, 1.5719, 0.000152493, -6.80935e-07, 1.57401, 0.000172987, -6.04294e-07, 1.57482, 0.000193442, -5.20118e-07, 1.57487, 0.000213865, -4.40028e-07, 1.57452, 0.000234262, -3.69682e-07, 1.57399, 0.000254638, -3.11037e-07, 1.57342, 0.000274997, -2.63889e-07, 1.57289, 0.000295344, -2.26918e-07, 1.57245, 0.000315682, -1.98343e-07, 1.57209, 0.000336015, -1.76328e-07, 1.57182, 0.000356347, -1.59203e-07, 1.57162, 0.000376679, -1.45565e-07, 1.57148, 0.000397014, -1.34305e-07, 1.57139, 0.000417355, -1.24593e-07, 1.57134, 0.000437704, -1.15838e-07, 1.5713, 0.000458063, -1.0764e-07, 1.57129, 0.000478434, -9.9746e-08, 1.57128, 0.000498818, -9.20052e-08, 1.57127, 0.000519217, -8.43376e-08, 1.57127, 0.000539632, -7.67067e-08, 1.57127, 0.000560065, -6.91023e-08, 1.57127, 0.000580517, -6.15288e-08, 1.57127, 0.000600988, -5.40005e-08, 1.57127, 0.00062148, -4.65415e-08, 1.57126, 0.000641993, -3.91905e-08, 1.57126, 0.000662527, -3.20092e-08, 1.57125, 0.000683083, -2.50926e-08, 1.57123, 0.000703661, -1.85814e-08, 1.5712, 0.000724261, -1.26711e-08, 1.57117, 0.000744883, -7.61462e-09, 1.57112, 0.000765527, -3.70668e-09, 1.57105, 0.000786193, -1.2359e-09, 1.57098, 0.000806879, -3.75749e-10, 1.5709, 0.000827586, -9.71842e-10, 1.57084, 0.000848313, -2.15524e-09, 1.57084, 0.000869059, -1.6714e-09, 1.571, 0.000889823, 5.24812e-09, 1.57148, 0.000910605, 2.77422e-08, 1.57254, 0.000931403, 8.23273e-08, 1.57465, 0.000952214, 1.97716e-07, 1.5786, 0.000973036, 4.22439e-07, 1.58585, 0.000993863, 8.3773e-07, 1.60298
0.16, 1.08313e-05, 5.55356e-06, 1.41633, 3.14773e-05, 2.835e-06, 1.44883, 5.21747e-05, 8.80698e-07, 1.49654, 7.28687e-05, -2.91357e-07, 1.52812, 9.35127e-05, -9.35231e-07, 1.5489, 0.000114088, -1.23449e-06, 1.56218, 0.000134589, -1.31838e-06, 1.57027, 0.000155019, -1.2759e-06, 1.57484, 0.000175385, -1.16668e-06, 1.57706, 0.000195693, -1.02934e-06, 1.5778, 0.000215952, -8.87694e-07, 1.57765, 0.00023617, -7.55325e-07, 1.57701, 0.000256355, -6.38962e-07, 1.57616, 0.000276514, -5.40919e-07, 1.57527, 0.000296653, -4.60826e-07, 1.57443, 0.000316779, -3.9683e-07, 1.57371, 0.000336896, -3.46408e-07, 1.57311, 0.000357009, -3.06884e-07, 1.57264, 0.000377123, -2.75741e-07, 1.57229, 0.000397241, -2.50783e-07, 1.57204, 0.000417367, -2.30203e-07, 1.57186, 0.000437504, -2.1258e-07, 1.57175, 0.000457656, -1.96853e-07, 1.57168, 0.000477824, -1.82258e-07, 1.57164, 0.000498011, -1.68277e-07, 1.57162, 0.00051822, -1.5458e-07, 1.57161, 0.000538452, -1.40974e-07, 1.57161, 0.00055871, -1.27367e-07, 1.57161, 0.000578995, -1.13738e-07, 1.57162, 0.000599308, -1.00118e-07, 1.57161, 0.00061965, -8.65882e-08, 1.57161, 0.000640023, -7.32728e-08, 1.57159, 0.000660427, -6.03503e-08, 1.57156, 0.000680862, -4.8062e-08, 1.57152, 0.00070133, -3.67197e-08, 1.57147, 0.000721829, -2.67061e-08, 1.57139, 0.000742361, -1.84541e-08, 1.57129, 0.000762923, -1.23888e-08, 1.57117, 0.000783517, -8.80344e-09, 1.57105, 0.000804142, -7.6271e-09, 1.57094, 0.000824796, -8.01742e-09, 1.5709, 0.000845479, -7.67967e-09, 1.57101, 0.00086619, -1.76081e-09, 1.57145, 0.000886928, 1.89079e-08, 1.57247, 0.00090769, 7.05615e-08, 1.5745, 0.000928474, 1.80761e-07, 1.57823, 0.000949277, 3.9494e-07, 1.58483, 0.000970093, 7.86333e-07, 1.59632, 0.000990913, 1.47169e-06, 1.62211
0.2, 1.30467e-05, 8.30855e-06, 1.35129, 3.35071e-05, 4.43332e-06, 1.39611, 5.41011e-05, 1.5861e-06, 1.46027, 7.47407e-05, -1.96234e-07, 1.50404, 9.53431e-05, -1.23511e-06, 1.53385, 0.000115871, -1.7702e-06, 1.55371, 0.000136312, -1.97561e-06, 1.56648, 0.000156665, -1.97525e-06, 1.57425, 0.000176936, -1.85552e-06, 1.57855, 0.000197132, -1.67514e-06, 1.58052, 0.000217265, -1.47261e-06, 1.58098, 0.000237343, -1.27197e-06, 1.58052, 0.000257376, -1.08704e-06, 1.57956, 0.000277374, -9.24627e-07, 1.57838, 0.000297345, -7.86932e-07, 1.57717, 0.000317297, -6.73243e-07, 1.57604, 0.000337237, -5.8119e-07, 1.57504, 0.000357171, -5.076e-07, 1.57421, 0.000377105, -4.49079e-07, 1.57355, 0.000397044, -4.02371e-07, 1.57304, 0.000416993, -3.64567e-07, 1.57267, 0.000436955, -3.33207e-07, 1.5724, 0.000456935, -3.06299e-07, 1.57223, 0.000476937, -2.82302e-07, 1.57212, 0.000496963, -2.60071e-07, 1.57205, 0.000517016, -2.38802e-07, 1.57202, 0.000537098, -2.17968e-07, 1.57201, 0.000557213, -1.97261e-07, 1.57201, 0.000577361, -1.7655e-07, 1.57201, 0.000597545, -1.55842e-07, 1.572, 0.000617767, -1.35265e-07, 1.57199, 0.000638026, -1.15049e-07, 1.57196, 0.000658325, -9.55247e-08, 1.57192, 0.000678663, -7.71218e-08, 1.57185, 0.000699042, -6.03572e-08, 1.57175, 0.00071946, -4.58111e-08, 1.57162, 0.000739919, -3.40655e-08, 1.57147, 0.000760418, -2.55829e-08, 1.5713, 0.000780955, -2.0485e-08, 1.57114, 0.000801531, -1.81749e-08, 1.57103, 0.000822144, -1.67194e-08, 1.57106, 0.000842794, -1.18695e-08, 1.57137, 0.000863478, 4.46038e-09, 1.57219, 0.000884194, 4.65148e-08, 1.57389, 0.000904941, 1.38205e-07, 1.57706, 0.000925716, 3.18365e-07, 1.58259, 0.000946512, 6.48577e-07, 1.59194, 0.000967321, 1.22465e-06, 1.60762, 0.00098813, 2.19371e-06, 1.64146
0.24, 1.4391e-05, 1.1376e-05, 1.28518, 3.45942e-05, 6.32498e-06, 1.34169, 5.50424e-05, 2.53969e-06, 1.4211, 7.56112e-05, 8.2971e-08, 1.47663, 9.61735e-05, -1.41885e-06, 1.51553, 0.000116668, -2.253e-06, 1.54233, 0.000137071, -2.63386e-06, 1.56029, 0.000157374, -2.71835e-06, 1.57183, 0.000177581, -2.61932e-06, 1.57877, 0.000197701, -2.41627e-06, 1.58247, 0.000217744, -2.16381e-06, 1.58398, 0.00023772, -1.89805e-06, 1.58405, 0.000257642, -1.64168e-06, 1.58325, 0.000277521, -1.40776e-06, 1.58196, 0.000297365, -1.20257e-06, 1.58047, 0.000317185, -1.02787e-06, 1.57897, 0.00033699, -8.82519e-07, 1.57758, 0.000356786, -7.63631e-07, 1.57635, 0.000376582, -6.67481e-07, 1.57531, 0.000396382, -5.90072e-07, 1.57447, 0.000416194, -5.27533e-07, 1.57382, 0.000436022, -4.76352e-07, 1.57333, 0.000455871, -4.33505e-07, 1.57298, 0.000475744, -3.96497e-07, 1.57274, 0.000495646, -3.63358e-07, 1.57259, 0.00051558, -3.32605e-07, 1.5725, 0.000535548, -3.03183e-07, 1.57246, 0.000555553, -2.74409e-07, 1.57243, 0.000575598, -2.4591e-07, 1.57242, 0.000595684, -2.1758e-07, 1.57241, 0.000615814, -1.89531e-07, 1.57239, 0.000635988, -1.62072e-07, 1.57235, 0.000656207, -1.35675e-07, 1.57227, 0.000676473, -1.1095e-07, 1.57217, 0.000696784, -8.86115e-08, 1.57203, 0.000717143, -6.94046e-08, 1.57185, 0.000737547, -5.39949e-08, 1.57165, 0.000757998, -4.27667e-08, 1.57144, 0.000778494, -3.54923e-08, 1.57126, 0.000799034, -3.08036e-08, 1.57119, 0.000819618, -2.53678e-08, 1.57134, 0.000840243, -1.26324e-08, 1.57191, 0.000860908, 1.90587e-08, 1.5732, 0.00088161, 8.92546e-08, 1.57568, 0.000902347, 2.29494e-07, 1.58006, 0.000923113, 4.89283e-07, 1.58742, 0.000943904, 9.44767e-07, 1.59944, 0.000964706, 1.71109e-06, 1.61901, 0.0009855, 2.9596e-06, 1.6599
0.28, 1.49766e-05, 1.47062e-05, 1.21971, 3.48554e-05, 8.49503e-06, 1.28698, 5.51126e-05, 3.75404e-06, 1.38009, 7.55883e-05, 5.78438e-07, 1.44665, 9.61053e-05, -1.44179e-06, 1.49442, 0.000116574, -2.63172e-06, 1.52825, 0.000136952, -3.24034e-06, 1.55169, 0.000157227, -3.4545e-06, 1.5674, 0.000177397, -3.41211e-06, 1.57741, 0.000197469, -3.21323e-06, 1.58331, 0.000217453, -2.92902e-06, 1.58628, 0.000237362, -2.60866e-06, 1.58724, 0.000257208, -2.28492e-06, 1.58688, 0.000277002, -1.97838e-06, 1.58572, 0.000296756, -1.70078e-06, 1.58412, 0.000316481, -1.45756e-06, 1.58236, 0.000336188, -1.24987e-06, 1.5806, 0.000355883, -1.07603e-06, 1.57898, 0.000375577, -9.32689e-07, 1.57755, 0.000395276, -8.15633e-07, 1.57634, 0.000414987, -7.20365e-07, 1.57535, 0.000434716, -6.42512e-07, 1.57458, 0.000454467, -5.78074e-07, 1.57399, 0.000474246, -5.23572e-07, 1.57357, 0.000494057, -4.76107e-07, 1.57328, 0.000513902, -4.33374e-07, 1.57309, 0.000533787, -3.93634e-07, 1.57297, 0.000553713, -3.55667e-07, 1.5729, 0.000573682, -3.1872e-07, 1.57286, 0.000593698, -2.82441e-07, 1.57282, 0.000613761, -2.46835e-07, 1.57278, 0.000633873, -2.12203e-07, 1.57272, 0.000654035, -1.79098e-07, 1.57262, 0.000674248, -1.4826e-07, 1.57248, 0.000694513, -1.2054e-07, 1.5723, 0.000714828, -9.67846e-08, 1.57208, 0.000735194, -7.76532e-08, 1.57183, 0.000755611, -6.33308e-08, 1.5716, 0.000776078, -5.30857e-08, 1.57143, 0.000796594, -4.45928e-08, 1.57143, 0.000817156, -3.29202e-08, 1.57175, 0.000837765, -9.03251e-09, 1.57263, 0.000858417, 4.2391e-08, 1.57445, 0.000879109, 1.46109e-07, 1.57775, 0.000899839, 3.40843e-07, 1.58335, 0.0009206, 6.85725e-07, 1.59247, 0.000941386, 1.26945e-06, 1.60697, 0.00096218, 2.22299e-06, 1.63, 0.000982957, 3.73602e-06, 1.67685
0.32, 1.49595e-05, 1.82615e-05, 1.15577, 3.44536e-05, 1.09259e-05, 1.23277, 5.44747e-05, 5.22978e-06, 1.338, 7.48304e-05, 1.30588e-06, 1.41471, 9.52907e-05, -1.27697e-06, 1.47095, 0.000115733, -2.872e-06, 1.51174, 0.000136097, -3.75678e-06, 1.54079, 0.000156358, -4.14451e-06, 1.56093, 0.000176509, -4.1962e-06, 1.57437, 0.000196555, -4.03164e-06, 1.58282, 0.000216505, -3.73838e-06, 1.58761, 0.000236372, -3.37911e-06, 1.5898, 0.000256169, -2.99739e-06, 1.59019, 0.000275907, -2.62226e-06, 1.58939, 0.000295601, -2.27192e-06, 1.58788, 0.000315261, -1.95653e-06, 1.586, 0.000334898, -1.68052e-06, 1.58399, 0.000354523, -1.44429e-06, 1.58202, 0.000374145, -1.24563e-06, 1.58021, 0.000393771, -1.08073e-06, 1.57861, 0.00041341, -9.44918e-07, 1.57726, 0.000433067, -8.33309e-07, 1.57616, 0.000452749, -7.41128e-07, 1.57529, 0.00047246, -6.64005e-07, 1.57462, 0.000492205, -5.98121e-07, 1.57414, 0.000511989, -5.40296e-07, 1.5738, 0.000531814, -4.88006e-07, 1.57357, 0.000551683, -4.39373e-07, 1.57342, 0.0005716, -3.93123e-07, 1.57332, 0.000591565, -3.48533e-07, 1.57324, 0.000611582, -3.05369e-07, 1.57316, 0.000631651, -2.63817e-07, 1.57306, 0.000651774, -2.24404e-07, 1.57293, 0.00067195, -1.87904e-07, 1.57276, 0.000692182, -1.55218e-07, 1.57254, 0.000712468, -1.27194e-07, 1.57229, 0.000732808, -1.04381e-07, 1.57202, 0.000753202, -8.66496e-08, 1.57178, 0.000773649, -7.26377e-08, 1.57165, 0.000794147, -5.89395e-08, 1.57175, 0.000814696, -3.8922e-08, 1.57227, 0.000835294, -1.02772e-09, 1.57351, 0.000855937, 7.36437e-08, 1.57587, 0.000876623, 2.14755e-07, 1.58, 0.000897348, 4.67537e-07, 1.58679, 0.000918106, 8.9952e-07, 1.59756, 0.000938886, 1.60987e-06, 1.61429, 0.000959672, 2.74202e-06, 1.64031, 0.00098043, 4.49894e-06, 1.69207
0.36, 1.4491e-05, 2.201e-05, 1.0938, 3.35473e-05, 1.35969e-05, 1.17949, 5.32885e-05, 6.95843e-06, 1.29535, 7.34946e-05, 2.26877e-06, 1.38133, 9.38823e-05, -9.10875e-07, 1.44556, 0.000114293, -2.9527e-06, 1.49312, 0.000134646, -4.15696e-06, 1.5278, 0.000154901, -4.75945e-06, 1.55253, 0.000175046, -4.94206e-06, 1.56962, 0.000195082, -4.84304e-06, 1.5809, 0.000215016, -4.56588e-06, 1.58783, 0.000234861, -4.1867e-06, 1.59154, 0.000254629, -3.76022e-06, 1.59295, 0.000274333, -3.32453e-06, 1.59277, 0.000293988, -2.905e-06, 1.59156, 0.000313605, -2.51733e-06, 1.58972, 0.000333196, -2.17005e-06, 1.58758, 0.000352773, -1.86644e-06, 1.58536, 0.000372345, -1.60617e-06, 1.58322, 0.000391921, -1.38643e-06, 1.58126, 0.000411509, -1.20297e-06, 1.57953, 0.000431116, -1.05077e-06, 1.57807, 0.000450749, -9.24601e-07, 1.57688, 0.000470413, -8.19393e-07, 1.57593, 0.000490113, -7.30525e-07, 1.57521, 0.000509853, -6.53969e-07, 1.57467, 0.000529636, -5.86389e-07, 1.57428, 0.000549467, -5.25173e-07, 1.57401, 0.000569347, -4.68426e-07, 1.57382, 0.000589278, -4.1493e-07, 1.57367, 0.000609263, -3.64086e-07, 1.57353, 0.000629303, -3.15833e-07, 1.57339, 0.000649398, -2.70547e-07, 1.57322, 0.00066955, -2.28917e-07, 1.57301, 0.000689759, -1.91768e-07, 1.57276, 0.000710026, -1.59841e-07, 1.57248, 0.000730348, -1.33459e-07, 1.5722, 0.000750727, -1.12068e-07, 1.57198, 0.000771161, -9.35825e-08, 1.57191, 0.000791649, -7.34405e-08, 1.57214, 0.000812189, -4.32842e-08, 1.5729, 0.00083278, 1.09045e-08, 1.5745, 0.000853418, 1.114e-07, 1.57742, 0.0008741, 2.92339e-07, 1.58235, 0.000894822, 6.04697e-07, 1.59026, 0.000915577, 1.12313e-06, 1.60253, 0.000936352, 1.95531e-06, 1.62123, 0.000957128, 3.25423e-06, 1.64979, 0.000977867, 5.23198e-06, 1.70553
0.4, 1.37006e-05, 2.59237e-05, 1.03394, 3.22733e-05, 1.64857e-05, 1.12737, 5.16931e-05, 8.92585e-06, 1.25251, 7.17186e-05, 3.4624e-06, 1.3469, 9.20141e-05, -3.39434e-07, 1.41862, 0.000112384, -2.8625e-06, 1.4727, 0.000132723, -4.4241e-06, 1.51294, 0.000152977, -5.27895e-06, 1.54232, 0.000173124, -5.62743e-06, 1.56322, 0.00019316, -5.62483e-06, 1.57755, 0.000213091, -5.38979e-06, 1.58685, 0.000232927, -5.01157e-06, 1.59235, 0.000252681, -4.55609e-06, 1.59503, 0.000272367, -4.0708e-06, 1.59571, 0.000291999, -3.58871e-06, 1.59499, 0.00031159, -3.13166e-06, 1.59338, 0.000331152, -2.71292e-06, 1.59125, 0.000350697, -2.33936e-06, 1.58888, 0.000370236, -2.01312e-06, 1.58648, 0.000389778, -1.73308e-06, 1.5842, 0.000409331, -1.49588e-06, 1.58212, 0.000428904, -1.29687e-06, 1.58031, 0.000448504, -1.1307e-06, 1.57877, 0.000468135, -9.91912e-07, 1.5775, 0.000487803, -8.75248e-07, 1.5765, 0.000507513, -7.75947e-07, 1.57572, 0.000527268, -6.89898e-07, 1.57513, 0.000547071, -6.13739e-07, 1.5747, 0.000566926, -5.44889e-07, 1.57438, 0.000586834, -4.81544e-07, 1.57412, 0.000606798, -4.22623e-07, 1.57391, 0.000626818, -3.67691e-07, 1.5737, 0.000646895, -3.16841e-07, 1.57348, 0.000667031, -2.70538e-07, 1.57323, 0.000687226, -2.29406e-07, 1.57295, 0.000707479, -1.93946e-07, 1.57265, 0.000727791, -1.64144e-07, 1.57238, 0.00074816, -1.38924e-07, 1.5722, 0.000768585, -1.15397e-07, 1.57221, 0.000789066, -8.78133e-08, 1.57259, 0.000809601, -4.612e-08, 1.5736, 0.000830188, 2.60341e-08, 1.57557, 0.000850823, 1.54025e-07, 1.57905, 0.000871503, 3.75975e-07, 1.58474, 0.000892222, 7.4782e-07, 1.59367, 0.000912974, 1.35015e-06, 1.60729, 0.000933745, 2.29739e-06, 1.6277, 0.000954511, 3.74965e-06, 1.6584, 0.000975231, 5.92491e-06, 1.71729
